Food_code,Main_food_description,FII,FII score,,
52408000,"Bread, Irish soda",-0.11921953,5.82830992,,
53100050,"Cake batter, raw, chocolate",-0.45256827,12.5280462,,
53100070,"Cake batter, raw, not chocolate",-0.31828375,9.82915829,,
53100100,"Cake or cupcake, NS as to type",-0.5175677,13.8344228,,
53101100,"Cake, angel food, without icing or filling",-0.02155015,3.86532331,,
53101200,"Cake, angel food, with icing or filling",0.069276587,2.03986211,,
53101250,"Cake, angel food, with fruit and icing or filling",-0.14707607,6.38817846,,
53102100,"Cake or cupcake, applesauce, without icing or filling",-1.17368413,27.0212346,,
53102200,"Cake or cupcake, applesauce, with icing or filling",-0.64306946,16.3567923,,
53102600,"Cake or cupcake, banana, without icing or filling",-1.24879974,28.5309292,,
53102700,"Cake or cupcake, banana, with icing or filling",-0.67796942,17.0582216,,
53102800,"Cake or cupcake, Black Forest",-0.20253547,7.50281689,,
53103000,"Cake, Boston cream pie",-0.05682862,4.57435984,,
53104100,"Cake or cupcake, carrot, without icing or filling",-1.47815436,33.1405626,,
53104260,"Cake or cupcake, carrot, with icing or filling",-0.82008112,19.9144224,,
53104300,"Cake, carrot, diet",-0.58093167,15.1079298,,
53104400,"Cake or cupcake, coconut, with icing or filling",-0.09541526,5.34988499,,
53104500,Cheesecake,-0.00670528,3.56696695,,
53104550,Cheesecake with fruit,-0.18186161,7.08730798,,
53104600,"Cheesecake, chocolate",-0.14305972,6.30745663,,
53105262,"Cake or cupcake, chocolate with white icing, bakery",-0.5416082,14.3175955,,
53105264,"Cake or cupcake, chocolate with white icing, from mix",-0.53532698,14.191354,,
53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",-0.5175677,13.8344228,,
53105272,"Cake or cupcake, chocolate with chocolate icing, from mix",-0.32603598,9.9849647,,
53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",-0.49681191,13.4172671,,
53105300,"Cake or cupcake, German chocolate, with icing or filling",-0.65711191,16.6390216,,
53105310,"Cake or cupcake, gluten free",-0.20566832,7.56578193,,
53105396,"Cake, chocolate, flourless",-0.20566832,7.56578193,,
53105500,"Cake, chocolate, with icing, diet",-0.68908291,17.2815837,,
53106500,"Cake, cream, without icing or topping",-0.3366257,10.1977999,,
53108200,"Snack cake, chocolate, with icing or filling",-0.28002779,9.06027928,,
53108220,"Snack cake, chocolate, with icing or filling, reduced fat and calories",-0.68908291,17.2815837,,
53109200,"Snack cake, not chocolate, with icing or filling",-0.04109794,4.25820035,,
53109220,"Snack cake, not chocolate, with icing or filling, reduced fat and calories",-0.58093167,15.1079298,,
53109300,"Cake, Dobos Torte",-0.26484909,8.75521353,,
53110000,"Cake, fruit cake, light or dark, holiday type cake",-0.36628309,10.7938624,,
53111000,"Cake or cupcake, gingerbread",-0.05989471,4.63598305,,
53112000,"Cake, ice cream and cake roll, chocolate",-0.33768729,10.2191361,,
53112100,"Cake, ice cream and cake roll, not chocolate",-0.19800381,7.4117383,,
53113000,"Cake, jelly roll",-0.31907244,9.84500951,,
53114000,"Cake or cupcake, lemon, without icing or filling",-0.3576635,10.6206236,,
53114100,"Cake or cupcake, lemon, with icing or filling",-0.19683012,7.38814921,,
53115100,"Cake or cupcake, marble, without icing or filling",-0.43309654,12.1366978,,
53115200,"Cake or cupcake, marble, with icing or filling",-0.41997289,11.8729351,,
53115310,"Cake or cupcake, nut, without icing or filling",-1.13145605,26.1725229,,
53115320,"Cake or cupcake, nut, with icing or filling",-0.52021621,13.8876533,,
53115410,"Cake or cupcake, oatmeal",-0.23824311,8.22047912,,
53115450,"Cake or cupcake, peanut butter",-0.32082845,9.88030247,,
53116000,"Cake, pound, without icing or filling",-0.22942294,8.04320885,,
53116020,"Cake, pound, with icing or filling",-0.35671236,10.6015072,,
53116270,"Cake, pound, chocolate",-0.43201178,12.114896,,
53116350,"Cake, pound, Puerto Rican style",0.10713907,1.27889133,,
53116390,"Cake, pound, reduced fat, cholesterol free",-0.06956857,4.83041088,,
53116500,"Cake or cupcake, pumpkin, without icing or filling",-1.70282368,37.6560295,,
53116510,"Cake or cupcake, pumpkin, with icing or filling",-0.98750321,23.2793185,,
53116520,"Cake or cupcake, red velvet",-0.5416082,14.3175955,,
53116550,"Cake or cupcake, raisin-nut",-0.99408253,23.4115514,,
53116570,"Cake, Ravani",-0.18907648,7.2323144,,
53116600,"Cake, rice flour, without icing or filling",-0.01921048,3.81830003,,
53116650,"Cake, Quezadilla, El Salvadorian style",-0.23748435,8.20522935,,
53117100,"Cake or cupcake, spice, without icing or filling",-1.17368413,27.0212346,,
53117200,"Cake or cupcake, spice, with icing or filling",-0.64355595,16.3665701,,
53118100,"Cake, sponge, without icing or filling",-0.061382,4.66587506,,
53118110,"Cake or cupcake, strawberry",-0.40391725,11.5502443,,
53118200,"Cake, sponge, with icing or filling",-0.25093157,8.47549532,,
53118300,"Cake, sponge, chocolate",-0.05675786,4.5729377,,
53118410,"Rum cake, without icing",-0.22942294,8.04320885,,
53118500,"Cake, torte",-0.35785613,10.6244951,,
53118550,"Cake, tres leche",-0.05307648,4.49894828,,
53119000,"Cake, pineapple, upside down",-0.04696058,4.37602931,,
53120270,"Cake or cupcake, white, with icing or filling",-0.32624899,9.98924582,,
53120272,"Cake or cupcake, white with white icing, from mix",-0.41589762,11.7910292,,
53120275,"Cake or cupcake, white, without icing or filling",-0.25747053,8.60691709,,
53121270,"Cake or cupcake, yellow, with icing or filling",-0.38491423,11.1683163,,
53121272,"Cake or cupcake, white with chocolate icing, from mix",-0.20722588,7.59708608,,
53121275,"Cake or cupcake, yellow, without icing or filling",-0.3576635,10.6206236,,
53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit",-0.1889827,7.23042962,,
53122080,"Cake, shortcake, biscuit type, with fruit",-0.23519895,8.15929662,,
53123070,"Cake, shortcake, sponge type, with whipped cream and fruit",-0.15468464,6.54109751,,
53123080,"Cake, shortcake, sponge type, with fruit",-0.1864637,7.17980208,,
53123500,"Cake, shortcake, with whipped topping and fruit, diet",-0.18846251,7.2199747,,
53124110,"Cake or cupcake, zucchini",-0.76994726,18.9068179,,
53200100,"Cookie, batter or dough, raw",-0.5694003,14.8761691,,
53201000,"Cookie, NFS",-0.86196037,20.7561232,,
53202000,"Cookie, almond",-0.63782429,16.2513735,,
53203000,"Cookie, applesauce",-0.17883953,7.02656933,,
53203500,"Cookie, biscotti",-0.36890458,10.8465499,,
53204000,"Cookie, brownie, NS as to icing",-0.16244709,6.69710948,,
53204010,"Cookie, brownie, without icing",-0.16244709,6.69710948,,
53204100,"Cookie, brownie, with icing or filling",-0.09653759,5.37244188,,
53204840,"Cookie, brownie, reduced fat, NS as to icing",-0.63291034,16.1526117,,
53204860,"Cookie, brownie, fat free, NS as to icing",-0.63291034,16.1526117,,
53205250,"Cookie, butterscotch, brownie",-0.16244709,6.69710948,,
53205260,"Cookie, bar, with chocolate",-0.86196037,20.7561232,,
53206000,"Cookie, chocolate chip",-0.86196037,20.7561232,,
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",-0.9104364,21.7304081,,
53206030,"Cookie, chocolate chip, reduced fat",-0.60766909,15.6453059,,
53206100,"Cookie, chocolate chip sandwich",-0.43630919,12.2012667,,
53206500,"Cookie, chocolate, made with rice cereal",-0.32846598,10.0338036,,
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",-0.17883953,7.02656933,,
53207000,"Cookie, chocolate or fudge",-0.51788835,13.8408674,,
53207020,"Cookie, chocolate or fudge, reduced fat",-0.60766909,15.6453059,,
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free",-0.60766909,15.6453059,,
53208000,"Cookie, marshmallow, chocolate-covered",-0.14284708,6.30318299,,
53208200,"Cookie, marshmallow pie, chocolate covered",-0.14284708,6.30318299,,
53209005,"Cookie, chocolate, with icing or coating",-0.15814799,6.61070503,,
53209010,"Cookie, sugar wafer, chocolate-covered",-0.15051734,6.45734197,,
53209015,"Cookie, chocolate sandwich",-0.38545891,11.1792634,,
53209020,"Cookie, chocolate sandwich, reduced fat",-0.46625002,12.8030259,,
53209100,"Cookie, chocolate, sandwich, with extra filling",-0.19531012,7.3575998,,
53209500,"Cookie, chocolate and vanilla sandwich",-0.38545891,11.1792634,,
53210000,"Cookie, chocolate wafer",-0.51788835,13.8408674,,
53210900,"Cookie, graham cracker with chocolate and marshmallow",-0.30766267,9.61569289,,
53211000,"Cookie bar, with chocolate, nuts, and graham crackers",-0.86196037,20.7561232,,
53215500,"Cookie, coconut",0.241536059,1,,
53220000,"Cookie, fruit-filled bar",-0.41822585,11.8378227,,
53220010,"Cookie, fruit-filled bar, fat free",-0.41822585,11.8378227,,
53220030,"Cookie, fig bar",-0.41822585,11.8378227,,
53220040,"Cookie, fig bar, fat free",-0.41822585,11.8378227,,
53222010,"Cookie, fortune",-0.04147826,4.26584402,,
53222020,"Cookie, cone shell, ice cream type, wafer or cake",-0.38848954,11.2401739,,
53223000,"Cookie, gingersnaps",-0.19434312,7.3381647,,
53223100,"Cookie, granola",-0.13944829,6.23487308,,
53224000,"Cookie, ladyfinger",-0.09413188,5.3240912,,
53224250,"Cookie, lemon bar",-0.47163399,12.9112343,,
53225000,"Cookie, macaroon",0.241536059,1,,
53226000,"Cookie, marshmallow, with coconut",-0.14284708,6.30318299,,
53226500,"Cookie, marshmallow, with rice cereal, no bake",-1.03133864,24.1603352,,
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",-0.52489666,13.9817225,,
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",-1.03133864,24.1603352,,
53228000,"Cookie, meringue",0.039382978,2.64067224,,
53230000,"Cookie, molasses",-0.15339046,6.5150867,,
53231000,"Cookie, Lebkuchen",-0.15339046,6.5150867,,
53231400,"Cookie, multigrain, high fiber",-0.13944829,6.23487308,,
53233000,"Cookie, oatmeal",-0.17883953,7.02656933,,
53233010,"Cookie, oatmeal, with raisins",-0.17883953,7.02656933,,
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",-0.58893513,15.2687855,,
53233050,"Cookie, oatmeal sandwich, with creme filling",-0.48801164,13.2403969,,
53233060,"Cookie, oatmeal, with chocolate chips",-0.42963422,12.0671111,,
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",-0.48801164,13.2403969,,
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",-0.17883953,7.02656933,,
53234000,"Cookie, peanut butter",-0.24513115,8.35891679,,
53234100,"Cookie, peanut butter, with chocolate",-0.4801838,13.0830707,,
53234250,"Cookie, peanut butter with rice cereal, no bake",-1.03133864,24.1603352,,
53235000,"Cookie, peanut butter sandwich",-0.27759781,9.0114409,,
53235500,"Cookie, with peanut butter filling, chocolate-coated",-0.46070622,12.6916049,,
53235600,"Cookie, Pfeffernusse",-0.63782429,16.2513735,,
53236000,"Cookie, Pizzelle",-0.38848954,11.2401739,,
53236100,"Cookie, pumpkin",-0.17883953,7.02656933,,
53237000,"Cookie, raisin",-0.11840601,5.81195948,,
53237010,"Cookie, raisin sandwich, cream-filled",-0.48801164,13.2403969,,
53237500,"Cookie, rum ball, no bake",-0.63782429,16.2513735,,
53238000,"Cookie, sandwich-type, not chocolate or vanilla",-0.48666122,13.2132559,,
53239000,"Cookie, shortbread",-0.63782429,16.2513735,,
53239010,"Cookie, shortbread, reduced fat",-0.33430806,10.1512194,,
53239050,"Cookie, shortbread, with icing or filling",-0.76117634,18.7305376,,
53239100,Pocky,-0.40511197,11.5742562,,
53240000,"Cookie, animal",-0.12723523,5.98941162,,
53240010,"Cookie, animal, with frosting or icing",0.021299252,3.00412403,,
53241500,"Cookie, butter or sugar",-0.22222091,7.8984605,,
53241510,Marie biscuit,-0.28762439,9.21295793,,
53241600,"Cookie, butter or sugar, with fruit and/or nuts",-0.54777231,14.4414836,,
53242000,"Cookie, sugar wafer",-0.09940547,5.43008127,,
53242500,"Cookie, toffee bar",-0.86196037,20.7561232,,
53243000,"Cookie, vanilla sandwich",-0.48666122,13.2132559,,
53243010,"Cookie, vanilla sandwich, extra filling",-0.19531012,7.3575998,,
53243050,"Cookie, vanilla sandwich, reduced fat",-0.15100413,6.46712559,,
53244010,"Cookie, butter or sugar, with chocolate icing or filling",-0.2287508,8.02969999,,
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate",-0.26517677,8.76179934,,
53246000,"Cookie, tea, Japanese",-0.04147826,4.26584402,,
53247000,"Cookie, vanilla wafer",-0.58014252,15.0920692,,
53247050,"Cookie, vanilla wafer, reduced fat",-0.23935135,8.24275286,,
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating",-0.23294086,8.11391289,,
53251100,"Cookie, rugelach",-0.41822585,11.8378227,,
53260030,"Cookie, chocolate chip, sugar free",-0.49282929,13.3372234,,
53260200,"Cookie, oatmeal, sugar free",-0.50592273,13.6003791,,
53260300,"Cookie, sandwich, sugar free",-0.66242166,16.7457383,,
53260400,"Cookie, sugar or plain, sugar free",-0.96001559,22.7268644,,
53260500,"Cookie, sugar wafer, sugar free",-0.93508784,22.2258596,,
53260600,"Cookie, peanut butter, sugar free",-0.96001559,22.7268644,,
53261000,"Cookie, gluten free",-0.10788215,5.60044796,,
53270100,"Cookies, Puerto Rican style",-0.11374132,5.71820732,,
53300100,"Pie, NFS",-0.1541998,6.53135302,,
53300170,"Pie, individual size or tart, NFS",-0.47678815,13.014824,,
53300180,"Pie, fried, NFS",-0.47678815,13.014824,,
53300200,"Tart, all types",-0.45772803,12.6317484,,
53301000,"Pie, apple, two crust",-0.1541998,6.53135302,,
53301070,"Pie, apple, individual size or tart",-0.47678815,13.014824,,
53301080,"Pie, apple, fried pie",-0.47678815,13.014824,,
53301500,"Pie, apple, one crust",-0.19757455,7.40311093,,
53301750,"Pie, apple, diet",-0.12075718,5.859214,,
53302000,"Pie, apricot, two crust",-0.33993638,10.2643388,,
53302070,"Pie, apricot, individual size or tart",-0.47678815,13.014824,,
53302080,"Pie, apricot, fried pie",-0.47678815,13.014824,,
53303000,"Pie, blackberry, two crust",-0.51612732,13.8054738,,
53303070,"Pie, blackberry, individual size or tart",-0.52514249,13.9866631,,
53303500,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust",-0.56429259,14.7735128,,
53303510,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust",-0.6172014,15.8368889,,
53303570,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart",-0.57039734,14.8962079,,
53304000,"Pie, blueberry, two crust",-0.47866374,13.0525203,,
53304050,"Pie, blueberry, one crust",-0.44411814,12.3582131,,
53304070,"Pie, blueberry, individual size or tart",-0.48771988,13.2345331,,
53305000,"Pie, cherry, two crust",-0.13737932,6.19329046,,
53305010,"Pie, cherry, one crust",-0.21521674,7.75768869,,
53305070,"Pie, cherry, individual size or tart",-0.13737932,6.19329046,,
53305080,"Pie, cherry, fried pie",-0.47678815,13.014824,,
53305700,"Pie, lemon, not cream or meringue",-0.34358739,10.3377179,,
53305720,"Pie, lemon, not cream or meringue, individual size or tart",-0.35880202,10.6435058,,
53305750,"Pie, lemon, fried pie",-0.47678815,13.014824,,
53305800,"Pie, key lime",0.012493076,3.18111302,,
53306000,"Pie, mince, two crust",-0.30277144,9.51738762,,
53306070,"Pie, mince, individual size or tart",-0.34964666,10.4594989,,
53307000,"Pie, peach, two crust",-0.23832284,8.22208145,,
53307050,"Pie, peach, one crust",-0.23783475,8.21227182,,
53307070,"Pie, peach, individual size or tart",-0.31197475,9.70235824,,
53307080,"Pie, peach, fried pie",-0.47678815,13.014824,,
53307500,"Pie, pear, two crust",-0.25917744,8.64122312,,
53307570,"Pie, pear, individual size or tart",-0.28990586,9.25881149,,
53308000,"Pie, pineapple, two crust",-0.23731531,8.20183185,,
53308070,"Pie, pineapple, individual size or tart",-0.47678815,13.014824,,
53308300,"Pie, plum, two crust",-0.26815082,8.82157255,,
53308500,"Pie, prune, one crust",-0.21968872,7.84756781,,
53309000,"Pie, raisin, two crust",-0.20831167,7.61890853,,
53309070,"Pie, raisin, individual size or tart",-0.25509646,8.55920238,,
53310000,"Pie, raspberry, one crust",-0.3976816,11.4249184,,
53310050,"Pie, raspberry, two crust",-0.41999565,11.8733925,,
53311000,"Pie, rhubarb, two crust",-0.30110316,9.48385806,,
53311050,"Pie, rhubarb, one crust",-0.22912382,8.03719709,,
53311070,"Pie, rhubarb, individual size or tart",-0.32481879,9.96050142,,
53312000,"Pie, strawberry, one crust",-0.40726569,11.6175423,,
53313000,"Pie, strawberry-rhubarb, two crust",-0.36869219,10.8422812,,
53314000,"Pie, strawberry, individual size or tart",-0.42645622,12.0032389,,
53340000,"Pie, apple-sour cream",-0.18376769,7.12561681,,
53340500,"Pie, cherry, made with cream cheese and sour cream",-0.05695321,4.57686396,,
53341000,"Pie, banana cream",-0.2441134,8.33846177,,
53341070,"Pie, banana cream, individual size or tart",-0.25689964,8.5954433,,
53341500,"Pie, buttermilk",-0.23447518,8.14475018,,
53341750,"Pie, chess",-0.06920206,4.82304476,,
53342000,"Pie, chocolate cream",0.06056214,2.21500751,,
53342070,"Pie, chocolate cream, individual size or tart",-0.34433194,10.3526821,,
53343000,"Pie, coconut cream",0.018748453,3.0553907,,
53343070,"Pie, coconut cream, individual size or tart",-0.18470039,7.1443625,,
53344000,"Pie, custard",-0.28666077,9.19359083,,
53344070,"Pie, custard, individual size or tart",-0.13521403,6.14977178,,
53344200,Mixed fruit tart filled with custard or cream cheese,-0.2369179,8.19384464,,
53344300,Dessert pizza,-0.26171412,8.69220593,,
53345000,"Pie, lemon cream",-0.24289931,8.31406075,,
53345070,"Pie, lemon cream, individual size or tart",-0.26767345,8.81197823,,
53346000,"Pie, peanut butter cream",-0.30378659,9.53779035,,
53346500,"Pie, pineapple cream",-0.16126772,6.67340621,,
53347000,"Pie, pumpkin",-0.70714754,17.6446516,,
53347070,"Pie, pumpkin, individual size or tart",-0.70714754,17.6446516,,
53347100,"Pie, raspberry cream",-0.17279408,6.90506614,,
53347500,"Pie, sour cream, raisin",-0.25884183,8.63447784,,
53347600,"Pie, squash",-0.49734829,13.4280475,,
53348000,"Pie, strawberry cream",-0.22218772,7.89779337,,
53348070,"Pie, strawberry cream, individual size or tart",-0.26076858,8.67320226,,
53360000,"Pie, sweet potato",-0.29790073,9.41949473,,
53365000,"Pie, vanilla cream",-0.22246281,7.90332225,,
53366000,"Pie, yogurt, frozen",-0.19159627,7.28295788,,
53370000,"Pie, chiffon, not chocolate",-0.25809864,8.61954108,,
53371000,"Pie, chiffon, chocolate",-0.33643396,10.1939462,,
53373000,"Pie, black bottom",-0.23190265,8.09304668,,
53381000,"Pie, lemon meringue",-0.29084708,9.27772834,,
53381070,"Pie, lemon meringue, individual size or tart",-0.29084708,9.27772834,,
53382000,"Pie, chocolate-marshmallow",-0.28838247,9.22819399,,
53385000,"Pie, pecan",-0.23239105,8.10286282,,
53385070,"Pie, pecan, individual size or tart",-0.23239105,8.10286282,,
53385500,"Pie, oatmeal",-0.32041463,9.87198534,,
53386000,"Pie, pudding, flavors other than chocolate",-0.19739014,7.39940469,,
53386050,"Pie, pudding, flavors other than chocolate, individual size or tart",-0.07731364,4.98607363,,
53386250,"Pie, pudding, chocolate, with chocolate coating, individual size",-0.13064562,6.05795467,,
53386500,"Pie, pudding, flavors other than chocolate, with chocolate coating, individual size",-0.11964446,5.83685022,,
53387000,"Pie, Toll house chocolate chip",-1.45154596,32.6057795,,
53390000,"Pie, shoo-fly",-0.32131608,9.89010295,,
53390100,"Pie, tofu with fruit",-5.58620949,100,,
53391000,Pie shell,-0.09275308,5.29637975,,
53391100,"Pie shell, graham cracker",-0.09317977,5.30495555,,
53391150,"Pie shell, chocolate wafer",-0.31909645,9.84549206,,
53391200,Vanilla wafer dessert base,-0.60710408,15.6339502,,
53400200,"Blintz, cheese-filled",-0.16184669,6.68504254,,
53400300,"Blintz, fruit-filled",-0.18500021,7.15038836,,
53410100,"Cobbler, apple",-0.13497088,6.1448849,,
53410200,"Cobbler, apricot",-0.24942036,8.44512252,,
53410300,"Cobbler, berry",-0.37617982,10.9927698,,
53410500,"Cobbler, cherry",-0.16685216,6.78564375,,
53410800,"Cobbler, peach",-0.18307262,7.11164712,,
53410850,"Cobbler, pear",-0.1727419,6.90401752,,
53410860,"Cobbler, pineapple",-0.12860891,6.01702031,,
53410880,"Cobbler, plum",-0.17172123,6.88350377,,
53410900,"Cobbler, rhubarb",-0.17956805,7.04121131,,
53415100,"Crisp, apple, apple dessert",-0.21143075,7.68159672,,
53415110,"Fritter, plain",-0.78963324,19.3024724,,
53415120,"Fritter, apple",-0.43439914,12.162878,,
53415200,"Fritter, banana",-0.49036195,13.287634,,
53415220,"Fritter, berry",-0.61004642,15.6930861,,
53415300,"Crisp, blueberry",-0.58996899,15.2895643,,
53415400,"Crisp, cherry",-0.22119323,7.87780589,,
53415500,"Crisp, peach",-0.27976701,9.05503811,,
53415600,"Crisp, rhubarb",-0.20667499,7.58601414,,
53420000,"Cream puff, eclair, custard or cream filled, NS as to icing",0.034781755,2.73314891,,
53420100,"Cream puff, eclair, custard or cream filled, not iced",-0.00296785,3.49185106,,
53420200,"Cream puff, eclair, custard or cream filled, iced",-0.23189018,8.09279607,,
53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat",-0.08242373,5.08877746,,
53420250,"Cream puff, no filling or icing",-0.54922575,14.4706953,,
53420300,"Air filled fritter or fried puff, without syrup, Puerto Rican style",-0.60367953,15.5651226,,
53420310,"Wheat flour fritter, without syrup",-0.78792717,19.2681832,,
53420400,"Sopaipilla, without syrup or honey",-0.39204415,11.3116154,,
53420410,Sopaipilla with syrup or honey,-0.32433457,9.95076933,,
53430000,"Crepe, NS as to filling",-0.39681463,11.4074939,,
53430100,"Crepe, chocolate filled",-0.18435138,7.13734806,,
53430200,"Crepe, fruit filled",-0.39686189,11.4084438,,
53430700,"Tamale, sweet",-0.28481606,9.15651531,,
53430750,"Tamale, sweet, with fruit",-0.24173502,8.29066038,,
53440000,"Strudel, apple",-0.40855297,11.6434143,,
53440300,"Strudel, berry",-0.52420244,13.9677697,,
53440500,"Strudel, cherry",-0.69170687,17.3343208,,
53440600,"Strudel, cheese",-0.14882442,6.42331723,,
53440700,"Strudel, peach",-0.28545387,9.16933409,,
53440750,"Strudel, pineapple",-0.22496956,7.95370359,,
53440800,"Strudel, cheese and fruit",-0.16327551,6.71375922,,
53441110,Baklava,-0.42250534,11.923833,,
53441210,Basbousa,-0.19506941,7.35276196,,
53450000,"Turnover or dumpling, apple",-0.33383107,10.1416327,,
53450300,"Turnover or dumpling, berry",-0.49108476,13.3021615,,
53450500,"Turnover or dumpling, cherry",-0.30456844,9.55350409,,
53450800,"Turnover or dumpling, lemon",-0.28754388,9.2113398,,
53451000,"Turnover or dumpling, peach",-0.35123489,10.4914196,,
53451500,"Turnover, guava",-0.7726659,18.9614579,,
53451750,"Turnover, pumpkin",-0.92333803,21.9897086,,
53452100,"Pastry, fruit-filled",-0.43435506,12.1619919,,
53452120,"Pastry, made with bean or lotus seed paste filling, baked",-0.27558897,8.97106671,,
53452130,"Pastry, made with bean paste and salted egg yolk filling, baked",-0.2672718,8.8039058,,
53452150,"Pastry, Chinese, made with rice flour",-0.20754084,7.6034162,,
53452170,"Pastry, cookie type, fried",-0.59584849,15.4077321,,
53452200,"Pastry, Italian, with cheese",-0.15581824,6.563881,,
53452400,"Pastry, puff",-1.83767978,40.3664051,,
53452420,"Pastry, puff, custard or cream filled, iced or not iced",-1.00885044,23.708361,,
53452450,Cheese pastry puffs,-0.37237223,10.9162438,,
53452500,"Pastry, mainly flour and water, fried",-0.51343155,13.7512934,,
53453150,"Empanada, Mexican turnover, fruit-filled",-0.36109631,10.6896171,,
53453170,"Empanada,  Mexican turnover, pumpkin",-0.8490413,20.4964722,,
53500100,"Breakfast pastry, NFS",-0.21204791,7.69400055,,
53510000,"Danish pastry, plain or spice",-0.14917242,6.43031133,,
53510100,"Danish pastry, with fruit",-0.21204791,7.69400055,,
53511000,"Danish pastry, with cheese",-0.09917285,5.42540609,,
53520000,"Doughnut, NS as to cake or yeast",-1.51637736,33.9087791,,
53520100,"Doughnut, cake type, plain",-2.80615236,59.8310382,,
53520110,"Doughnut, cake type",-2.80615236,59.8310382,,
53520120,"Doughnut, chocolate, cake type",-2.06267863,44.888495,,
53520130,"Doughnut, cake type, powdered sugar",-2.58245143,55.3350344,,
53520135,"Doughnut, cake type, with icing",-2.34924305,50.647947,,
53520140,"Doughnut, cake type, chocolate covered",-2.09660447,45.5703461,,
53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",-2.25035091,48.6603851,,
53520160,"Doughnut, chocolate, cake type, with chocolate icing",-2.01678596,43.9661313,,
53520170,Doughnut holes,-1.50000792,33.5797816,,
53520200,Churros,-0.60117631,15.5148122,,
53520500,"Doughnut, Asian",-0.18212736,7.09264898,,
53520510,Beignet,-0.36901825,10.8488345,,
53520600,"Cruller, NFS",-2.80615236,59.8310382,,
53520700,French cruller,-2.83002931,60.3109239,,
53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",-0.54253073,14.3361368,,
53521110,"Doughnut, raised or yeast",-0.42453494,11.9646244,,
53521120,"Doughnut, chocolate, raised or yeast",-0.52443313,13.9724062,,
53521130,"Doughnut, raised or yeast, chocolate covered",-0.40311024,11.5340249,,
53521140,"Doughnut, jelly",-0.35838407,10.6351058,,
53521210,"Doughnut, custard-filled",-0.34535414,10.3732265,,
53521220,"Doughnut, chocolate cream-filled",-0.35184354,10.5036523,,
53521230,"Doughnut, custard-filled, with icing",-0.25693546,8.59616308,,
53530000,Breakfast tart,-0.5886656,15.2633685,,
53530010,"Breakfast tart, lowfat",-0.42551531,11.9843283,,
53610100,"Coffee cake, crumb or quick-bread type",-0.53046456,14.0936276,,
53610170,"Coffee cake, crumb or quick-bread type, with fruit",-0.3537467,10.5419025,,
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled",-0.45138236,12.5042114,,
53710400,Cereal or granola bar (General Mills Fiber One Chewy Bar),-4.4270553,92.4083994,,
53710500,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),-1.8478031,40.5698665,,
53710502,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),-1.8478031,40.5698665,,
53710504,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),-0.94098348,22.3443517,,
53710600,Milk 'n Cereal bar,-0.32613659,9.98698695,,
53710700,Cereal or granola bar (Kellogg's Special K bar),-0.76456553,18.7986545,,
53710800,Cereal or granola bar (Kashi Chewy),-6.42894369,100,,
53710802,Cereal or granola bar (Kashi Crunchy),-8.7841311,100,,
53710810,Cereal or granola bar (KIND Fruit and Nut Bar),-1.00135968,23.5578097,,
53710900,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),-0.90130071,21.5467964,,
53710902,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",-1.29736478,29.507003,,
53710904,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),-0.88648364,21.2489987,,
53710906,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),-0.74574936,18.4204818,,
53711000,Cereal or granola bar (Quaker Chewy Granola Bar),-0.10553309,5.55323599,,
53711002,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),-0.39838639,11.4390835,,
53711004,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),-0.11652848,5.77422432,,
53711006,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),-0.47961973,13.0717339,,
53711100,Cereal or granola bar (Quaker Granola Bites),-0.3443135,10.3523114,,
