Food_code,Main_food_description,FII,FII score,,
24152250,"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",-0.39003431,11.271221,,
24152251,"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",-0.40517397,11.5755023,,
24152300,"Chicken thigh, rotisserie, skin eaten",-0.21411261,7.73549749,,
24152301,"Chicken thigh, rotisserie, skin not eaten",-0.22834351,8.02151416,,
24153210,"Chicken thigh, stewed, skin eaten",-0.3098955,9.6605688,,
24153220,"Chicken thigh, stewed, skin not eaten",-0.32611971,9.98664763,,
24154010,"Chicken thigh, grilled without sauce, skin eaten",-0.39026978,11.2759537,,
24154011,"Chicken thigh, grilled without sauce, skin not eaten",-0.40627052,11.597541,,
24154020,"Chicken thigh, grilled with sauce, skin eaten",-0.35176924,10.502159,,
24154021,"Chicken thigh, grilled with sauce, skin not eaten",-0.36342409,10.7364015,,
24154300,"Chicken thigh, sauteed, skin eaten",-0.39026978,11.2759537,,
24154301,"Chicken thigh, sauteed, skin not eaten",-0.40627052,11.597541,,
24157300,"Chicken thigh, fried, coated, skin / coating eaten, from raw",-0.52033842,13.8901097,,
24157301,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",-0.40667101,11.6055901,,
24157302,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",-0.53104601,14.1053139,,
24157310,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",-0.54477317,14.381206,,
24157311,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",-0.40627052,11.597541,,
24157320,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",-0.46465487,12.7709661,,
24157321,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",-0.42588287,11.9917156,,
24157330,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",-0.46465487,12.7709661,,
24157331,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",-0.42588287,11.9917156,,
24157400,"Chicken thigh, baked, coated, skin / coating eaten",-0.38077292,11.0850831,,
24157401,"Chicken thigh, baked, coated, skin / coating not eaten",-0.40627052,11.597541,,
24160110,"Chicken wing, NS as to cooking method",-0.26017237,8.66121945,,
24162130,"Chicken wing, baked, broiled, or roasted, from raw",-0.39792571,11.4298247,,
24162140,"Chicken wing, baked or broiled, from pre-cooked",-0.26017237,8.66121945,,
24162150,"Chicken wing, baked or broiled, from fast food / restaurant",-0.45343764,12.5455191,,
24162200,"Chicken wing, rotisserie",-0.26017237,8.66121945,,
24163110,"Chicken wing, stewed",-0.30307761,9.52354093,,
24164000,"Chicken wing, grilled without sauce",-0.45442731,12.5654097,,
24164010,"Chicken wing, grilled with sauce",-0.40281662,11.5281237,,
24164200,"Chicken wing, sauteed",-0.45442731,12.5654097,,
24167200,"Chicken wing, fried, coated, from raw",-0.57021358,14.8925145,,
24167210,"Chicken wing, fried, coated, from pre-cooked",-0.59394015,15.3693777,,
24167220,"Chicken wing, fried, coated, from fast food",-0.50533354,13.5885373,,
24167230,"Chicken wing, fried, coated, from restaurant",-0.50533354,13.5885373,,
24167300,"Chicken wing, baked, coated",-0.43725239,12.2202233,,
24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant",-0.33134279,10.0916226,,
24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",-0.3574538,10.616409,,
24168002,"Chicken ""wings"", plain, from fast food / restaurant",-0.50533354,13.5885373,,
24168010,"Chicken ""wings"" with hot sauce, from precooked",-0.28483931,9.15698249,,
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked",-0.31644508,9.79220411,,
24168012,"Chicken ""wings"", plain, from precooked",-0.59394015,15.3693777,,
24168020,"Chicken ""wings"" with hot sauce, from other sources",-0.31883241,9.84018548,,
24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources",-0.34504613,10.367036,,
24168022,"Chicken ""wings"", plain, from other sources",-0.53146785,14.113792,,
24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",-0.43504792,12.1759172,,
24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources",-0.53481228,14.1810093,,
24170200,"Chicken, back",-0.42979735,12.0703899,,
24180200,"Chicken, neck or ribs",-0.28797409,9.21998622,,
24198340,"Chicken, tail",-0.4511523,12.4995876,,
24198440,Chicken skin,-0.33393031,10.1436271,,
24198500,Chicken feet,-0.07032719,4.84565792,,
24198570,"Chicken, canned, meat only",-0.31267005,9.7163325,,
24198670,"Chicken, chicken roll, roasted",-0.43253945,12.1255013,,
24198671,"Chicken patty, breaded",-0.34000285,10.2656748,,
24198677,"Chicken fillet, breaded",-0.64808344,16.4575648,,
24198683,"Chicken fillet, grilled",-0.41236574,11.7200445,,
24198720,"Chicken, ground",-0.52603093,14.0045193,,
24198729,"Chicken nuggets, NFS",-0.51377332,13.7581625,,
24198731,"Chicken nuggets, from fast food",-0.51377332,13.7581625,,
24198732,"Chicken nuggets, from restaurant",-0.51377332,13.7581625,,
24198735,"Chicken nuggets, from school lunch",-0.48972962,13.2749255,,
24198736,"Chicken nuggets, from frozen",-0.64869013,16.4697583,,
24198737,"Chicken nuggets, from other sources",-0.55379766,14.5625827,,
24198739,"Chicken tenders or strips, NFS",-0.64726165,16.4410482,,
24198741,"Chicken tenders or strips, breaded, from fast food",-0.64726165,16.4410482,,
24198742,"Chicken tenders or strips, breaded, from restaurant",-0.64291569,16.353702,,
24198745,"Chicken tenders or strips, breaded, from school lunch",-0.48972962,13.2749255,,
24198746,"Chicken tenders or strips, breaded, from frozen",-0.64808344,16.4575648,,
24198747,"Chicken tenders or strips, breaded, from other sources",-0.6485223,16.4663852,,
24198840,"Fried chicken chunks, Puerto Rican style",-0.49462494,13.3733129,,
24201000,"Turkey, NFS",-0.51098863,13.7021949,,
24201020,"Turkey, light meat, skin not eaten",-0.51098863,13.7021949,,
24201030,"Turkey, light meat, skin eaten",-0.52877441,14.0596585,,
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten",-0.53080765,14.1005232,,
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten",-0.54575824,14.4010042,,
24201120,"Turkey, light meat, roasted, skin not eaten",-0.51098863,13.7021949,,
24201130,"Turkey, light meat, roasted, skin eaten",-0.52877441,14.0596585,,
24201220,"Turkey, dark meat, roasted, skin not eaten",-0.37925463,11.0545682,,
24201230,"Turkey, dark meat, roasted, skin eaten",-0.41823961,11.8380991,,
24201320,"Turkey, light and dark meat, roasted, skin not eaten",-0.45264627,12.5296138,,
24201330,"Turkey, light and dark meat, roasted, skin eaten",-0.47926535,13.0646115,,
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten",-0.4566914,12.6109141,,
24201370,"Turkey, light or dark meat, fried, coated, skin eaten",-0.47223141,12.9232414,,
24201410,"Turkey, light or dark meat, stewed, skin not eaten",-0.39698786,11.4109755,,
24201420,"Turkey light or dark meat, stewed, skin eaten",-0.44306887,12.3371245,,
24201510,"Turkey, light or dark meat, smoked, skin eaten",-0.41697721,11.8127271,,
24201520,"Turkey, light or dark meat, smoked, skin not eaten",-0.4541548,12.5599327,,
24202010,"Turkey, drumstick, cooked, skin not eaten",-0.44386505,12.3531263,,
24202020,"Turkey, drumstick, cooked, skin eaten",-0.44424465,12.3607558,,
24202060,"Turkey, drumstick, roasted, skin not eaten",-0.44386505,12.3531263,,
24202070,"Turkey, drumstick, roasted, skin eaten",-0.43490433,12.1730314,,
24202120,"Turkey, drumstick, smoked, skin eaten",-0.44853519,12.4469882,,
24202460,"Turkey, thigh, cooked, skin eaten",-0.39973883,11.4662653,,
24202500,"Turkey, thigh, cooked, skin not eaten",-0.37974554,11.0644346,,
24202600,"Turkey, neck",-0.39967124,11.4649069,,
24203010,"Turkey, wing, cooked, skin not eaten",-0.49862196,13.4536461,,
24203020,"Turkey, wing, cooked, skin eaten",-0.42719109,12.0180084,,
24203120,"Turkey, wing, smoked, skin eaten",-0.39899761,11.451368,,
24205000,"Turkey, tail",-0.52532245,13.9902801,,
24205100,"Turkey, back",-0.49918165,13.464895,,
24206000,"Turkey, canned",-0.31267005,9.7163325,,
24207000,"Turkey, ground",-0.52603093,14.0045193,,
24208000,"Turkey, nuggets",-0.49892453,13.4597273,,
24208500,"Turkey bacon, cooked",-0.56765303,14.8410519,,
24208510,"Turkey bacon, reduced sodium, cooked",-0.86085505,20.7339082,,
24209000,"Turkey with barbecue sauce, skin eaten",-0.36798032,10.8279738,,
24209001,"Turkey with barbecue sauce, skin not eaten",-0.33012003,10.0670472,,
24300110,"Duck, cooked, skin eaten",-0.22722826,7.99909956,,
24300120,"Duck, cooked, skin not eaten",-0.30487333,9.55963198,,
24301010,"Duck, roasted, skin eaten",-0.22722826,7.99909956,,
24301020,"Duck, roasted, skin not eaten",-0.30487333,9.55963198,,
24301210,"Duck, coated, fried",-0.39214679,11.3136784,,
24302010,"Duck, pressed, Chinese",-0.25526952,8.56268071,,
24311010,"Goose, wild, roasted",-0.28329768,9.1259985,,
24400010,"Cornish game hen, cooked, skin eaten",-0.30094607,9.48070071,,
24400020,"Cornish game hen, cooked, skin not eaten",-0.31827284,9.82893908,,
24401010,"Cornish game hen, roasted, skin eaten",-0.30094607,9.48070071,,
24401020,"Cornish game hen, roasted, skin not eaten",-0.31827284,9.82893908,,
24402100,"Dove, cooked, NS as to cooking method",-0.48871503,13.2545338,,
24402110,"Dove, fried",-0.48913086,13.2628913,,
24403100,"Quail, cooked",-0.70307234,17.5627471,,
24404100,"Pheasant, cooked",-0.39504125,11.371852,,
24701000,"Chicken, baby food, NS as to strained or junior",-0.18435148,7.13735005,,
24701010,"Chicken, baby food, strained",-0.18650032,7.18053801,,
24701020,"Chicken, baby food, junior",-0.18021158,7.05414508,,
24703000,"Turkey, baby food, NS as to strained or junior",-0.14641765,6.37494521,,
24703010,"Turkey, baby food, strained",-0.15159987,6.47909896,,
24703020,"Turkey, baby food, junior",-0.14123542,6.27079144,,
24705010,"Chicken stick, baby food",-0.13183424,6.08184387,,
24706010,"Turkey stick, baby food",-0.20730698,7.59871611,,
25110120,"Beef liver, braised",-1.91345214,41.8892993,,
25110140,"Beef liver, fried",-0.62656004,16.0249815,,
25110420,"Chicken liver, braised",-1.77322267,39.0709281,,
25110450,"Chicken liver, fried",-1.23627132,28.2791295,,
25112200,"Liver paste or pate, chicken",-0.08853856,5.21167507,,
25120000,"Heart, cooked",0.133583544,1,,
25130000,"Kidney, cooked",0.465913025,1,,
25140110,"Sweetbreads, cooked",-0.10324347,5.50721853,,
25150000,"Brains, cooked",0.893420556,1,,
25160000,"Tongue, cooked",0.074286508,1.93917132,,
25160110,"Tongue, smoked, cured, or pickled, cooked",0.072692443,1.97120928,,
25160130,"Tongue pot roast, Puerto Rican style",0.061466954,2.1968223,,
25170110,"Tripe, cooked",0.021931916,2.99140857,,
25170210,"Chitterlings, cooked",0.182167965,1,,
25170310,"Hog maws, cooked",0.010550669,3.22015206,,
25170420,"Gizzard, cooked",-0.09854012,5.41268928,,
25210110,"Frankfurter, wiener, or hot dog, NFS",0.109712405,1.22717172,,
25210150,"Frankfurter or hot dog, cheese-filled",-0.10150855,5.47234952,,
25210210,"Frankfurter or hot dog, beef",0.109712405,1.22717172,,
25210220,"Frankfurter or hot dog, beef and pork",-0.29094608,9.27971809,,
25210240,"Frankfurter or hot dog, beef and pork, reduced fat or light",-0.29094608,9.27971809,,
25210250,"Frankfurter or hot dog, meat and poultry, fat free",-0.27518995,8.96304697,,
25210280,"Frankfurter or hot dog, meat and poultry",-0.29094608,9.27971809,,
25210290,"Frankfurter or hot dog, meat and poultry, reduced fat or light",-0.22910023,8.03672293,,
25210310,"Frankfurter or hot dog, chicken",-0.39754512,11.4221755,,
25210410,"Frankfurter or hot dog, turkey",-0.25716105,8.60069723,,
25210620,"Frankfurter or hot dog, beef, reduced fat or light",-0.22910023,8.03672293,,
25210750,"Frankfurter or hot dog, reduced fat or light, NFS",-0.22910023,8.03672293,,
25220105,Beef sausage,0.241873787,1,,
25220106,"Beef sausage, reduced fat",-0.44049709,12.2854362,,
25220108,"Beef sausage, reduced sodium",-0.13719715,6.1896291,,
25220150,Beef sausage with cheese,0.22823434,1,,
25220210,Blood sausage,0.096912442,1.48442896,,
25220350,Bratwurst,-0.25620918,8.58156614,,
25220360,"Bratwurst, with cheese",-0.21804627,7.81455727,,
25220410,"Bologna, NFS",-0.20481982,7.54872838,,
25220425,"Bologna, made from any kind of meat, reduced fat",-0.02145162,3.86334308,,
25220435,"Bologna, made from any kind of meat, reduced sodium",-0.20481982,7.54872838,,
25220445,"Bologna, made from any kind of meat, reduced fat and reduced sodium",-0.02145162,3.86334308,,
25220650,Turkey or chicken and beef sausage,-0.09560856,5.35376995,,
25220710,Chorizo,-0.24556788,8.36769438,,
25220910,Head cheese,-0.04062468,4.24868863,,
25221110,Knockwurst,-0.17438065,6.93695351,,
25221210,Mortadella,-0.09459198,5.33333854,,
25221215,"Pastrami, NFS",-0.16468139,6.74201511,,
25221220,"Pastrami, made from any kind of meat, reduced fat",-0.25470003,8.5512348,,
25221250,"Pepperoni, NFS",-0.07962489,5.03252569,,
25221255,"Pepperoni, reduced fat",-0.32582973,9.98081943,,
25221260,"Pepperoni, reduced sodium",-0.07962489,5.03252569,,
25221310,Polish sausage,-0.27637079,8.98677987,,
25221350,Italian sausage,-0.34158274,10.2974279,,
25221400,"Sausage, NFS",-0.30147581,9.49134755,,
25221405,Pork sausage,-0.30147581,9.49134755,,
25221406,"Pork sausage, reduced fat",-0.44332953,12.3423633,,
25221408,"Pork sausage, reduced sodium",-0.13719715,6.1896291,,
25221450,Pork sausage rice links,-0.06876427,4.81424589,,
25221460,Pork and beef sausage,-0.0714083,4.86738637,,
25221500,"Salami, NFS",-0.32582973,9.98081943,,
25221505,"Salami, made from any type of meat, reduced fat",-0.37418743,10.9527261,,
25221515,"Salami, made from any type of meat, reduced sodium",-0.32582973,9.98081943,,
25221610,"Scrapple, cooked",-0.37415508,10.952076,,
25221810,Thuringer,0.064625654,2.13333787,,
25221830,Turkey or chicken sausage,-0.29039611,9.26866459,,
25221855,"Turkey or chicken sausage, reduced sodium",-0.6612936,16.7230664,,
25221860,"Turkey or chicken sausage, reduced fat",-0.29039611,9.26866459,,
25221870,Turkey or chicken and pork sausage,-0.40426283,11.55719,,
25221875,"Turkey or chicken, pork, and beef sausage, reduced sodium",-0.13719715,6.1896291,,
25221910,"Vienna sausage, canned",-0.06566169,4.75188941,,
25221950,Pickled sausage,-0.07128571,4.86492252,,
25230110,"Luncheon meat, NFS",-0.36795866,10.8275386,,
25230210,"Ham, prepackaged or deli, luncheon meat",-0.36795866,10.8275386,,
25230220,"Ham, prepackaged or deli, luncheon meat, reduced sodium",-0.36795866,10.8275386,,
25230320,"Chicken, prepackaged or deli, luncheon meat",-0.33252287,10.1153401,,
25230340,"Chicken, prepackaged or deli, luncheon meat, reduced sodium",-0.33252287,10.1153401,,
25230420,"Ham luncheon meat, loaf type",-0.30339233,9.52986638,,
25230530,"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",-0.06334963,4.70542086,,
25230540,"Ham, pork and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced fat and reduced sodium",-0.41657661,11.8046757,,
25230550,"Ham, pork, and chicken, canned luncheon meat, chopped, minced, pressed, spiced, reduced sodium",-0.39519516,11.3749453,,
25230560,Liverwurst,-1.46405199,32.8571293,,
25230610,"Luncheon meat, loaf type",-0.36811488,10.8306783,,
25230780,"Turkey, prepackaged or deli, luncheon meat",-0.31334983,9.72999497,,
25230785,"Turkey, prepackaged or deli, luncheon meat, reduced sodium",-0.31334983,9.72999497,,
25230800,"Turkey ham, prepackaged or deli, luncheon meat",-0.32725298,10.0094245,,
25231110,"Beef, prepackaged or deli, luncheon meat",-0.25470003,8.5512348,,
25231120,"Beef, prepackaged or deli, luncheon meat, reduced sodium",-0.25470003,8.5512348,,
25240000,"Meat spread or potted meat, NFS",-0.21539149,7.76120082,,
25240110,Chicken salad spread,-0.31770475,9.81752145,,
25240220,Ham salad spread,-0.29181852,9.29725261,,
26100100,"Fish, NS as to type, raw",-0.45920987,12.661531,,
26100110,"Fish, NS as to type, cooked, NS as to cooking method",-0.68078765,17.1148632,,
26100120,"Fish, NS as to type, baked or broiled, made with oil",-0.68078765,17.1148632,,
26100121,"Fish, NS as to type, baked or broiled, made with butter",-0.53267455,14.1380447,,
26100122,"Fish, NS as to type, baked or broiled, made with margarine",-0.70615514,17.624706,,
26100123,"Fish, NS as to type, baked or broiled, made without fat",-0.57729614,15.0348618,,
26100124,"Fish, NS as to type, baked or broiled, made with cooking spray",-0.59193499,15.3290776,,
26100130,"Fish, NS as to type, coated, baked or broiled, made with oil",-0.68655242,17.2307252,,
26100131,"Fish, NS as to type, coated, baked or broiled, made with butter",-0.46101107,12.697732,,
26100132,"Fish, NS as to type, coated, baked or broiled, made with margarine",-0.72300061,17.963271,,
26100133,"Fish, NS as to type, coated, baked or broiled, made without fat",-0.52445559,13.9728576,,
26100134,"Fish, NS as to type, coated, baked or broiled, made with cooking spray",-0.53577585,14.2003754,,
26100140,"Fish, NS as to type, coated, fried, made with oil",-0.76514642,18.8103294,,
26100141,"Fish, NS as to type, coated, fried, made with butter",-0.41795155,11.8323097,,
26100142,"Fish, NS as to type, coated, fried, made with margarine",-0.80629303,19.6373054,,
26100143,"Fish, NS as to type, coated, fried, made without fat",-0.56231857,14.7338384,,
26100144,"Fish, NS as to type, coated, fried, made with cooking spray",-0.57374959,14.9635822,,
26100160,"Fish, NS as to type, steamed",-0.97598833,23.0478892,,
26100170,"Fish, NS as to type, dried",-0.88555093,21.2302528,,
26100180,"Fish, NS as to type, canned",-0.49925217,13.4663123,,
26100190,"Fish, NS as to type, smoked",-0.87907285,21.1000547,,
26100200,"Fish, NS as to type, from fast food",-0.59579271,15.4066112,,
26100260,"Fish stick, patty or nugget from fast food",-0.60807083,15.6533802,,
26100270,"Fish stick, patty or nugget from restaurant, home, or other place",-0.60807083,15.6533802,,
26101110,"Anchovy, cooked, NS as to cooking method",-1.62486343,36.0891626,,
26101180,"Anchovy, canned",-1.62486343,36.0891626,,
26103110,"Barracuda, cooked, NS as to cooking method",-1.52630643,34.1083364,,
26103120,"Barracuda, baked or broiled, fat added in cooking",-1.52630643,34.1083364,,
26103121,"Barracuda, baked or broiled, fat not added in cooking",-1.44921107,32.5588523,,
26103130,"Barracuda, coated, baked or broiled, fat added in cooking",-1.33183515,30.1997981,,
26103131,"Barracuda, coated, baked or broiled, fat not added in cooking",-1.19667976,27.4834073,,
26103140,"Barracuda, coated, fried",-1.36437328,30.8537585,,
26103160,"Barracuda, steamed or poached",-1.39801962,31.5299922,,
26105110,"Carp, cooked, NS as to cooking method",-1.35316923,30.6285765,,
26105120,"Carp, baked or broiled, fat added in cooking",-1.52589053,34.0999775,,
26105121,"Carp, baked or broiled, fat not added in cooking",-1.44816303,32.5377884,,
26105130,"Carp, coated, baked or broiled, fat added in cooking",-1.32888687,30.1405429,,
26105131,"Carp, coated, baked or broiled, fat not added in cooking",-1.19831583,27.5162896,,
26105140,"Carp, coated, fried",-1.35316923,30.6285765,,
26105160,"Carp, steamed or poached",-1.42547776,32.0818536,,
26105190,"Carp, smoked",-1.79262831,39.4609482,,
26107110,"Catfish, cooked, NS as to cooking method",-0.44702254,12.4165866,,
26107120,"Catfish, baked or broiled, made with oil",-0.21897214,7.83316581,,
26107121,"Catfish, baked or broiled, made with butter",-0.07194739,4.87822117,,
26107122,"Catfish, baked or broiled, made with margarine",-0.24626584,8.38172215,,
26107123,"Catfish, baked or broiled, made without fat",-0.10517911,5.54612164,,
26107124,"Catfish, baked or broiled, made with cooking spray",-0.12075008,5.85907132,,
26107130,"Catfish, coated, baked or broiled, made with oil",-0.33096345,10.0839985,,
26107131,"Catfish, coated, baked or broiled, made with butter",-0.10647025,5.57207134,,
26107132,"Catfish, coated, baked or broiled, made with margarine",-0.37086842,10.8860196,,
26107133,"Catfish, coated, baked or broiled, made without fat",-0.1570565,6.58876794,,
26107134,"Catfish, coated, baked or broiled, made with cooking spray",-0.16922752,6.83338444,,
26107140,"Catfish, coated, fried, made with oil",-0.44703034,12.4167433,,
26107141,"Catfish, coated, fried, made with butter",-0.10114346,5.46501184,,
26107142,"Catfish, coated, fried, made with margarine",-0.48943702,13.2690447,,
26107143,"Catfish, coated, fried, made without fat",-0.18939586,7.23873331,,
26107144,"Catfish, coated, fried, made with cooking spray",-0.20194014,7.49085174,,
26107160,"Catfish, steamed or poached",-0.08760285,5.19286905,,
26109110,"Cod, cooked, NS as to cooking method",-0.27679203,8.99524601,,
26109120,"Cod, baked or broiled, made with oil",-0.27679203,8.99524601,,
26109121,"Cod, baked or broiled, made with butter",-0.1292062,6.02902465,,
26109122,"Cod, baked or broiled, made with margarine",-0.30354726,9.53298009,,
26109123,"Cod, baked or broiled, made without fat",-0.15977203,6.6433453,,
26109124,"Cod, baked or broiled, made with cooking spray",-0.17533667,6.95616793,,
26109130,"Cod, coated, baked or broiled, made with oil",-0.37476884,10.9644114,,
26109131,"Cod, coated, baked or broiled, made with butter",-0.15005877,6.44812556,,
26109132,"Cod, coated, baked or broiled, made with margarine",-0.41092632,11.6911147,,
26109133,"Cod, coated, baked or broiled, made without fat",-0.19873755,7.42648519,,
26109134,"Cod, coated, baked or broiled, made with cooking spray",-0.21013509,7.65555622,,
26109140,"Cod, coated, fried, made with oil",-0.47448002,12.9684346,,
26109141,"Cod, coated, fried, made with butter",-0.1276634,5.99801718,,
26109142,"Cod, coated, fried, made with margarine",-0.51682856,13.8195676,,
26109143,"Cod, coated, fried, made without fat",-0.22291537,7.91241797,,
26109144,"Cod, coated, fried, made with cooking spray",-0.23576116,8.17059619,,
26109160,"Cod, steamed or poached",-0.15353285,6.51794847,,
26109170,"Cod, dried, salted",-0.88555093,21.2302528,,
26109180,"Cod, dried, salted, salt removed in water",-0.15310304,6.50931009,,
26109190,"Cod, smoked",-0.1970122,7.3918088,,
26111110,"Croaker, cooked, NS as to cooking method",-0.54429251,14.3715457,,
26111120,"Croaker, baked or broiled, fat added in cooking",-0.54429251,14.3715457,,
26111121,"Croaker, baked or broiled, fat not added in cooking",-0.4357295,12.1896159,,
26111130,"Croaker, coated, baked or broiled, fat added in cooking",-0.57892382,15.0675754,,
26111131,"Croaker, coated, baked or broiled, fat not added in cooking",-0.41167785,11.7062191,,
26111140,"Croaker, coated, fried",-0.66321908,16.7617651,,
26111160,"Croaker, steamed or poached",-0.41300954,11.7329838,,
26113110,"Eel, cooked, NS as to cooking method",-1.59163927,35.421414,,
26113160,"Eel, steamed or poached",-1.74938075,38.5917466,,
26113190,"Eel, smoked",-2.1889914,47.4271645,,
26115000,"Flounder, raw",-0.29309929,9.32299402,,
26115110,"Flounder, cooked, NS as to cooking method",-0.61873875,15.867787,,
26115120,"Flounder, baked or broiled, made with oil",-0.48133319,13.1061715,,
26115121,"Flounder, baked or broiled, made with butter",-0.33372354,10.1394715,,
26115122,"Flounder, baked or broiled, made with margarine",-0.50782427,13.6385967,,
26115123,"Flounder, baked or broiled, made without fat",-0.37243394,10.9174839,,
26115124,"Flounder, baked or broiled, made with cooking spray",-0.387018,11.2105984,,
26115130,"Flounder, coated, baked or broiled, made with oil",-0.53242149,14.1329586,,
26115131,"Flounder, coated, baked or broiled, made with butter",-0.30793018,9.62106926,,
26115132,"Flounder, coated, baked or broiled, made with margarine",-0.56911097,14.8703539,,
26115133,"Flounder, coated, baked or broiled, made without fat",-0.36400015,10.7479793,,
26115134,"Flounder, coated, baked or broiled, made with cooking spray",-0.37606308,10.9904234,,
26115140,"Flounder, coated, fried, made with oil",-0.61868882,15.8667836,,
26115141,"Flounder, coated, fried, made with butter",-0.27441337,8.94743919,,
26115142,"Flounder, coated, fried, made with margarine",-0.66188538,16.73496,,
26115143,"Flounder, coated, fried, made without fat",-0.3914375,11.2994229,,
26115144,"Flounder, coated, fried, made with cooking spray",-0.40386347,11.5491635,,
26115160,"Flounder, steamed or poached",-0.36194553,10.7066849,,
26115190,"Flounder, smoked",-0.7103986,17.7099924,,
26117110,"Haddock, cooked, NS as to cooking method",-0.38763502,11.2229995,,
26117120,"Haddock, baked or broiled, fat added in cooking",-0.38763502,11.2229995,,
26117121,"Haddock, baked or broiled, fat not added in cooking",-0.27535252,8.96631431,,
26117130,"Haddock, coated, baked or broiled, fat added in cooking",-0.45952976,12.6679602,,
26117131,"Haddock, coated, baked or broiled, fat not added in cooking",-0.28765847,9.21364284,,
26117140,"Haddock, coated, fried",-0.55376848,14.5619964,,
26117160,"Haddock, steamed or poached",-0.25656919,8.58880172,,
26117190,"Haddock, smoked",-0.43477616,12.1704554,,
26118000,"Halibut, raw",-0.59796092,15.4501884,,
26118010,"Halibut, cooked, NS as to cooking method",-0.83235222,20.1610503,,
26118020,"Halibut, baked or broiled, made with oil",-0.83235222,20.1610503,,
26118021,"Halibut, baked or broiled, made with butter",-0.68423502,17.1841494,,
26118022,"Halibut, baked or broiled, made with margarine",-0.85777326,20.6719696,,
26118023,"Halibut, baked or broiled, made without fat",-0.73369009,18.1781113,,
26118024,"Halibut, baked or broiled, made with cooking spray",-0.74880413,18.4818775,,
26118030,"Halibut, coated, baked or broiled, made with oil",-0.79931622,19.4970835,,
26118031,"Halibut, coated, baked or broiled, made with butter",-0.57368397,14.9622634,,
26118032,"Halibut, coated, baked or broiled, made with margarine",-0.8377355,20.2692451,,
26118033,"Halibut, coated, baked or broiled, made without fat",-0.64557414,16.4071322,,
26118034,"Halibut, coated, baked or broiled, made with cooking spray",-0.65400654,16.576609,,
26118040,"Halibut, coated, fried, made with oil",-0.86745633,20.8665827,,
26118041,"Halibut, coated, fried, made with butter",-0.52046582,13.8926702,,
26118042,"Halibut, coated, fried, made with margarine",-0.9097796,21.7172076,,
26118043,"Halibut, coated, fried, made without fat",-0.68373337,17.174067,,
26118044,"Halibut, coated, fried, made with cooking spray",-0.69564577,17.4134858,,
26118050,"Halibut, steamed or poached",-0.69586734,17.417939,,
26118060,"Halibut, smoked",-1.3960542,31.4904906,,
26119100,"Herring, raw",-0.53962385,14.2777135,,
26119110,"Herring, cooked, NS as to cooking method",-0.87798407,21.078172,,
26119120,"Herring, baked or broiled, fat added in cooking",-0.87798407,21.078172,,
26119121,"Herring, baked or broiled, fat not added in cooking",-0.7822105,19.153288,,
26119130,"Herring, coated, baked or broiled, fat added in cooking",-0.83575056,20.2293511,,
26119131,"Herring, coated, baked or broiled, fat not added in cooking",-0.68262667,17.1518243,,
26119140,"Herring, coated, fried",-0.94682277,22.4617116,,
26119160,"Herring, pickled, in cream sauce",-0.65925526,16.6820992,,
26119170,"Herring, dried, salted",-2.10316943,45.7022904,,
26119180,"Herring, pickled",-0.85486308,20.6134799,,
26119190,"Herring, smoked, kippered",-0.6460621,16.4169393,,
26121100,"Mackerel, raw",-1.50929064,33.7663483,,
26121110,"Mackerel, cooked, NS as to cooking method",-2.00520646,43.7334033,,
26121120,"Mackerel, baked or broiled, fat added in cooking",-2.00594253,43.748197,,
26121121,"Mackerel, baked or broiled, fat not added in cooking",-1.94272518,42.477637,,
26121131,"Mackerel, coated, baked or broiled, fat added in cooking",-1.69640544,37.527034,,
26121132,"Mackerel, coated, baked or broiled, fat not added in cooking",-1.58096893,35.2069586,,
26121140,"Mackerel, coated, fried",-1.70682652,37.7364798,,
26121160,"Mackerel, pickled",-1.27683366,29.0943629,,
26121180,"Mackerel, canned",-0.84211781,20.357322,,
26121190,"Mackerel, smoked",-1.47872242,33.1519797,,
26123100,"Mullet, raw",-0.57942148,15.0775774,,
26123110,"Mullet, cooked, NS as to cooking method",-0.84933521,20.5023793,,
26123120,"Mullet, baked or broiled, fat added in cooking",-0.80857673,19.683204,,
